,accommodates,bathrooms,bedrooms,beds,city,latitude,longitude,metropolitan,property_type,zipcode_clean,id,listing_id,price
44356,3.0,1.0,0.0,2.0,queens,40.75748441251911,-73.91580581049894,NYC,Apartment,11103,17496002,17496002,113.25541740428001
44600,3.0,1.0,1.0,1.0,astoria,40.76623396243969,-73.90911046582798,NYC,Apartment,11103,14341397,14341397,126.63104860018747
44812,2.0,1.0,1.0,2.0,queens,40.76454027027149,-73.91370293073237,NYC,Apartment,11103,58728,58728,116.65368302645436
44882,2.0,1.0,1.0,1.0,queens,40.757700714304335,-73.91981476604667,NYC,Apartment,11103,2024991,2024991,116.65368302645436
44900,2.0,1.0,1.0,1.0,queens,40.75750855077281,-73.9167790018666,NYC,Apartment,11103,978386,978386,116.65368302645436
45194,3.0,1.0,1.0,1.0,astoria,40.75714971528093,-73.91309463903,NYC,Apartment,11103,12185367,12185367,126.63104860018747
45227,4.0,1.0,1.0,3.0,queens,40.756967026238186,-73.91847485115755,NYC,Apartment,11103,9633323,9633323,134.22345879437466
45567,2.0,1.0,1.0,1.0,queens,40.75948424747893,-73.92100185862051,NYC,Apartment,11103,6167141,6167141,116.65368302645436
45900,8.0,1.0,3.0,4.0,long island city,40.76032830984045,-73.91934091487677,NYC,Apartment,11103,8420343,8420343,193.07268363558956
46152,3.0,1.0,1.0,3.0,queens,40.75724742264661,-73.91097719625671,NYC,House,11103,151199,151199,135.3857939134238
46329,2.0,1.0,2.0,1.0,long island city,40.76360956672824,-73.91793060088003,NYC,Apartment,11103,761606,761606,130.43065438524044
46479,2.0,1.0,1.0,1.0,queens,40.76506817847301,-73.90577282536219,NYC,Apartment,11103,9370370,9370370,116.65368302645436
46801,5.0,1.0,1.0,3.0,queens,40.75384002830796,-73.91432520731419,NYC,House,11103,63360,63360,150.1330779085932
47071,3.0,1.0,1.0,1.0,queens,40.76042896981778,-73.91465060370385,NYC,Apartment,11103,17224136,17224136,126.63104860018747
47103,3.0,1.0,0.0,1.0,queens,40.75666390278771,-73.91448904854731,NYC,Apartment,11103,10658613,10658613,113.25541740428001
47445,7.0,1.0,2.0,3.0,astoria,40.76266434716256,-73.91451153709089,NYC,House,11103,1953928,1953928,179.6944438202473
47755,2.0,1.0,1.0,1.0,queens,40.76265740940188,-73.91273277119001,NYC,Apartment,11103,18140227,18140227,116.65368302645436
47792,2.0,1.0,1.0,1.0,queens,40.75732083888885,-73.9201862660543,NYC,Apartment,11103,15834067,15834067,116.65368302645436
48088,2.0,1.0,1.0,1.0,queens,40.760005422712226,-73.91864517352488,NYC,Apartment,11103,16163275,16163275,116.65368302645436
48153,2.0,1.0,2.0,1.0,astoria,40.764264520031645,-73.91249075113052,NYC,Apartment,11103,7053165,7053165,130.43065438524044
48518,2.0,1.0,2.0,1.0,queens,40.76719709012625,-73.91198174047098,NYC,Apartment,11103,4359921,4359921,130.43065438524044
48603,5.0,1.0,2.0,3.0,astoria,40.76067904514957,-73.91358615992168,NYC,Apartment,11103,3176874,3176874,157.0090600077033
49127,6.0,1.0,2.0,2.0,queens,40.75983564917743,-73.91332002112806,NYC,Apartment,11103,14839943,14839943,162.9113686305158
49462,6.0,1.0,2.0,3.0,queens,40.758037807589,-73.91507117744601,NYC,Apartment,11103,18313522,18313522,162.9113686305158
49487,2.0,1.0,0.0,1.0,queens,40.762920894899565,-73.91334031720778,NYC,Apartment,11103,17774765,17774765,104.33192893017001
49776,3.0,1.0,0.0,2.0,queens,40.760216589642226,-73.91344089314966,NYC,Apartment,11103,12629694,12629694,113.25541740428001
49938,6.0,1.0,3.0,3.0,queens,40.75995620102047,-73.91996282261759,NYC,Apartment,11103,16530269,16530269,182.15144062322156
50220,1.0,1.0,1.0,1.0,new york,40.76385693496909,-73.9100247597915,NYC,Apartment,11103,4270683,4270683,101.38378109063305
50399,4.0,1.0,1.0,1.0,astoria,40.760233877434956,-73.9200648294168,NYC,Apartment,11103,11346227,11346227,134.22345879437466
50400,3.0,1.0,1.0,1.0,queens,40.76093541972136,-73.91536938121023,NYC,Apartment,11103,15084086,15084086,126.63104860018747
50402,4.0,1.0,2.0,2.0,queens,40.754858767579215,-73.91621307735691,NYC,Apartment,11103,13937620,13937620,150.07544648573585
50670,8.0,1.0,3.0,3.0,queens,40.763002471415184,-73.9260128841384,NYC,Apartment,11106,14548344,14548344,221.60443307137263
50758,6.0,1.0,2.0,3.0,queens,40.763640622525116,-73.92834300724502,NYC,Apartment,11106,2141549,2141549,186.98596200375238
50961,4.0,1.0,2.0,3.0,new york,40.760550329103495,-73.92213210209457,NYC,Apartment,11106,13612947,13612947,172.25318263652187
51325,3.0,1.0,1.0,2.0,astoria,40.764026275707366,-73.92782137617873,NYC,Apartment,11106,9551158,9551158,145.34423620092699
51328,5.0,1.0,2.0,2.0,queens,40.7644954163206,-73.92340100230187,NYC,Apartment,11106,8134982,8134982,180.21142646852695
51620,4.0,2.0,3.0,5.0,queens,40.76360210882609,-73.92600349090813,NYC,House,11106,5389907,5389907,246.70073462374907
51926,2.0,1.0,1.0,1.0,new york,40.76256630979432,-73.92634090600005,NYC,Apartment,11106,6883096,6883096,133.8924430219079
52251,2.0,1.0,1.0,1.0,queens,40.76408213440085,-73.92347337476359,NYC,Apartment,11106,8799575,8799575,133.8924430219079
52615,6.0,,3.0,1.0,queens,40.76216180560509,-73.9254170976391,NYC,House,11106,726692,726692,
52689,4.0,1.0,1.0,2.0,queens,40.767007204988964,-73.93228186429145,NYC,Apartment,11106,10296078,10296078,154.05863186294502
53025,12.0,2.0,2.0,5.0,astoria,40.76791820880753,-73.93464584498602,NYC,Apartment,11106,7019788,7019788,257.76743545945203
53249,4.0,1.0,1.0,2.0,astoria,40.76031697732724,-73.92600270903141,NYC,Apartment,11106,13952029,13952029,154.05863186294502
53463,4.0,1.0,0.0,1.0,queens,40.76379437191814,-73.92579245234258,NYC,Apartment,11106,16393657,16393657,137.78591308565
53790,2.0,1.0,1.0,1.0,long island city,40.76796740302515,-73.92857603649054,NYC,Apartment,11106,1190223,1190223,133.8924430219079
54096,4.0,1.0,1.0,1.0,queens,40.76368715982279,-73.92290726518408,NYC,Apartment,11106,4270499,4270499,154.05863186294502
54154,4.0,1.0,0.0,1.0,queens,40.76831748871691,-73.93459744546546,NYC,Apartment,11106,13186007,13186007,137.78591308565
54285,6.0,1.0,0.0,3.0,astoria,40.76315377068189,-73.92698933595263,NYC,Apartment,11106,11992103,11992103,149.57071396034152
54375,6.0,1.0,3.0,4.0,queens,40.76448301447639,-73.92827991524297,NYC,House,11106,15943342,15943342,223.52346136500694
54465,2.0,1.0,1.0,1.0,queens,40.76722367070195,-73.92203163106606,NYC,Apartment,11106,10176552,10176552,133.8924430219079
54539,2.0,1.0,0.0,2.0,queens,40.76101374648911,-73.92464259853453,NYC,House,11106,17513491,17513491,128.02881934707287
54831,2.0,1.0,0.0,1.0,queens,40.7660051283355,-73.92573496014647,NYC,Apartment,11106,8221068,8221068,119.74981404128171
54839,7.0,1.0,2.0,3.0,astoria,40.75742853920463,-73.92365846353249,NYC,House,11106,7774182,7774182,206.2491938218506
55050,3.0,1.0,1.0,1.0,queens,40.76299499888787,-73.92639771339337,NYC,Apartment,11106,7500966,7500966,145.34423620092699
55385,3.0,1.0,1.0,2.0,astoria,40.76327149708359,-73.92457197300084,NYC,Apartment,11106,5598465,5598465,145.34423620092699
55515,4.0,1.0,1.0,2.0,queens,40.763528553317435,-73.92168500774497,NYC,Apartment,11106,12872742,12872742,154.05863186294502
55855,5.0,1.0,3.0,3.0,queens,40.7629891114247,-73.92340377036365,NYC,Apartment,11106,17779997,17779997,201.49466071000262
56159,4.0,1.0,1.0,2.0,queens,40.76432260836775,-73.92624691657139,NYC,Apartment,11106,17493529,17493529,154.05863186294502
56171,4.0,1.0,1.0,2.0,queens,40.76447227335292,-73.92574512506691,NYC,Apartment,11106,17405926,17405926,154.05863186294502
56505,6.0,1.0,3.0,4.0,queens,40.763259242343466,-73.92569047168931,NYC,House,11106,14984002,14984002,223.52346136500694
56599,4.0,1.0,1.0,1.0,astoria,40.76312915219815,-73.92743881580273,NYC,Apartment,11106,16491677,16491677,154.05863186294502
56667,2.0,1.0,0.0,1.0,queens,40.758201601035964,-73.92811301177622,NYC,Apartment,11106,2028291,2028291,119.74981404128171
56924,7.0,1.0,1.0,4.0,queens,40.76424051152574,-73.92400978314923,NYC,Apartment,11106,13028906,13028906,172.5353736192395
57272,2.0,1.0,1.0,1.0,queens,40.759397874305726,-73.92363513219267,NYC,Apartment,11106,11135107,11135107,133.8924430219079
57568,3.0,1.0,1.0,1.0,astoria,40.75930829066692,-73.9241254758395,NYC,Apartment,11106,14282247,14282247,145.34423620092699
57810,4.0,1.0,1.0,3.0,queens,40.76218972083459,-73.91962843388538,NYC,Apartment,11106,6812924,6812924,154.05863186294502
58102,2.0,1.0,1.0,1.0,astoria,40.76627299252394,-73.93302303804184,NYC,Apartment,11106,18516880,18516880,133.8924430219079
58259,7.0,1.0,2.0,2.0,queens,40.76690625718201,-73.93169900921295,NYC,House,11106,7638133,7638133,206.2491938218506
58604,2.0,1.0,1.0,1.0,queens,40.767871868473456,-73.9306705016743,NYC,Apartment,11106,15355281,15355281,133.8924430219079
58676,8.0,1.0,2.0,3.0,queens,40.75691292174982,-73.92879439857994,NYC,House,11106,10270687,10270687,211.89959110360712
59000,4.0,1.0,1.0,2.0,astoria,40.76373605076417,-73.92267995540844,NYC,Apartment,11106,9343025,9343025,154.05863186294502
59275,4.0,1.0,1.0,3.0,queens,40.758682238769374,-73.92614803814283,NYC,Apartment,11106,14322869,14322869,154.05863186294502
59602,6.0,1.0,2.0,2.0,new york,40.76443866758114,-73.926070699934,NYC,Apartment,11106,294239,294239,186.98596200375238
59622,4.0,1.0,1.0,2.0,queens,40.767938238399466,-73.93413303005369,NYC,Apartment,11106,4637053,4637053,154.05863186294502
59832,3.0,1.0,1.0,1.0,new york,40.76799435263274,-73.92976509372393,NYC,Apartment,11106,17073948,17073948,145.34423620092699
59997,2.0,1.0,1.0,1.0,long island city,40.77030381275426,-73.93306067559583,NYC,Apartment,11106,1475661,1475661,133.8924430219079
60087,8.0,2.0,3.0,4.0,queens,40.76025516964364,-73.92235024455614,NYC,House,11106,13299243,13299243,283.85752621975513
60106,3.0,1.0,1.0,1.0,queens,40.75914674807314,-73.92638487312978,NYC,Apartment,11106,8183619,8183619,145.34423620092699
60132,4.0,1.0,1.0,1.0,astoria,40.76132579737807,-73.92411732836791,NYC,Apartment,11106,7657656,7657656,154.05863186294502
60497,3.0,1.0,1.0,1.0,new york,40.76287582353726,-73.92626423879621,NYC,Apartment,11106,4566989,4566989,145.34423620092699
60835,4.0,1.0,1.0,2.0,astoria,40.76446871950456,-73.92102945136931,NYC,Apartment,11106,5085965,5085965,154.05863186294502
61130,4.0,1.0,1.0,2.0,queens,40.763775721120254,-73.92268833152765,NYC,Apartment,11106,9528959,9528959,154.05863186294502
61380,6.0,1.0,3.0,4.0,queens,40.766380918398326,-73.93236487001619,NYC,House,11106,4667046,4667046,223.52346136500694
61657,3.0,1.0,1.0,1.0,long island city,40.76062162752925,-73.91749524937946,NYC,Apartment,11106,1324087,1324087,145.34423620092699
61724,4.0,1.0,1.0,2.0,queens,40.76222284696009,-73.9231590113137,NYC,Apartment,11106,16258780,16258780,154.05863186294502
61761,2.0,1.0,1.0,1.0,queens,40.75989589499174,-73.92849615759594,NYC,Apartment,11106,5106749,5106749,133.8924430219079
62002,14.0,2.0,5.0,7.0,queens,40.7594531348046,-73.93009205834294,NYC,House,11106,10411712,10411712,397.4247977205131
62291,2.0,1.0,0.0,1.0,queens,40.76184213171064,-73.92838644485344,NYC,Apartment,11106,15997880,15997880,119.74981404128171
62294,4.0,1.0,1.0,1.0,queens,40.759765141308776,-73.9293340827926,NYC,Apartment,11106,14303024,14303024,154.05863186294502
62634,4.0,1.0,1.0,1.0,queens,40.75769823264925,-73.93109590154802,NYC,Apartment,11106,1720971,1720971,154.05863186294502
62970,10.0,1.0,3.0,5.0,queens,40.75544343540685,-73.93083693031252,NYC,Apartment,11106,7805051,7805051,231.84274673061364
63285,5.0,1.0,1.0,1.0,queens,40.76690853309326,-73.93649592495501,NYC,Apartment,11106,17253106,17253106,161.17627194381095
63323,4.0,1.0,2.0,2.0,queens,40.76116543387956,-73.92650003090002,NYC,Apartment,11106,5185359,5185359,172.25318263652187
63324,2.0,1.0,1.0,1.0,queens,40.762288053480624,-73.92973298302381,NYC,Apartment,11106,1056865,1056865,133.8924430219079
63647,3.0,1.0,1.0,2.0,astoria,40.762456572434616,-73.92766859509722,NYC,House,11106,14479761,14479761,155.3927336646376
63830,2.0,1.0,1.0,1.0,astoria,40.74828992554547,-73.93252959734534,NYC,Apartment,11106,14629018,14629018,133.8924430219079
64192,10.0,1.0,4.0,5.0,queens,40.75718046463773,-73.9305842640436,NYC,Apartment,11106,9393213,9393213,259.2237157543318
64400,2.0,1.0,1.0,2.0,queens,40.75915136264571,-73.93187606859243,NYC,Apartment,11106,7291438,7291438,133.8924430219079
64712,2.0,1.0,1.0,1.0,queens,40.76304481187085,-73.927772932129,NYC,Apartment,11106,2123079,2123079,133.8924430219079
65031,2.0,1.0,1.0,1.0,queens,40.76480937515265,-73.93162517675181,NYC,Apartment,11106,3624387,3624387,133.8924430219079
65375,3.0,1.0,2.0,2.0,queens,40.758777638067706,-73.93056263045555,NYC,House,11106,1007724,1007724,173.7448438211227
65737,6.0,1.0,3.0,5.0,long island city,40.75914884235735,-73.93102391146945,NYC,Apartment,11106,1596603,1596603,209.0692788454209
66058,3.0,1.0,1.0,1.0,queens,40.758548648406936,-73.93169372162042,NYC,Apartment,11106,9652925,9652925,145.34423620092699
66061,7.0,1.0,3.0,4.0,queens,40.75903239438672,-73.92943020163555,NYC,Apartment,11106,13466842,13466842,215.6952518420448
66334,2.0,1.0,2.0,1.0,astoria,40.76289350337265,-73.93441342020655,NYC,Apartment,11106,13006767,13006767,149.705337264196
66520,6.0,1.0,1.0,4.0,queens,40.76111879790162,-73.92630898794873,NYC,House,11106,15568616,15568616,178.79718533405205
66666,2.0,1.0,1.0,1.0,long island city,40.75369573294166,-73.93185516321499,NYC,Apartment,11106,13410813,13410813,133.8924430219079
66996,6.0,1.0,2.0,4.0,queens,40.75778708250526,-73.9319303083457,NYC,Apartment,11106,18329016,18329016,186.98596200375238
67057,2.0,1.0,1.0,2.0,queens,40.760189211391136,-73.92914840694078,NYC,Apartment,11106,6091850,6091850,133.8924430219079
67259,2.0,1.0,1.0,1.0,astoria,40.75790177324577,-73.93052335874205,NYC,Apartment,11106,15111300,15111300,133.8924430219079
67293,7.0,1.0,3.0,5.0,queens,40.7572539423559,-73.93128769828888,NYC,Apartment,11106,13276073,13276073,215.6952518420448
67434,4.0,1.0,2.0,2.0,queens,40.76168114138768,-73.92986004225808,NYC,Apartment,11106,13925864,13925864,172.25318263652187
67707,5.0,1.0,1.0,3.0,astoria,40.75772958509578,-73.93237339019005,NYC,Apartment,11106,15789845,15789845,161.17627194381095
67856,4.0,1.0,2.0,2.0,queens,40.75999200628841,-73.92881326109277,NYC,Apartment,11106,52123,52123,172.25318263652187
68183,2.0,1.0,1.0,1.0,queens,40.76043633178494,-73.92749712302923,NYC,Apartment,11106,14775043,14775043,133.8924430219079
68304,6.0,1.0,3.0,4.0,queens,40.758707944399866,-73.93028521233606,NYC,Apartment,11106,9392466,9392466,209.0692788454209
68516,2.0,1.0,1.0,1.0,queens,40.75827902189242,-73.93178083148383,NYC,Apartment,11106,4201526,4201526,133.8924430219079
68839,4.0,1.0,1.0,3.0,queens,40.75956568361204,-73.92863340496345,NYC,Apartment,11106,15079215,15079215,154.05863186294502
69443,14.0,2.0,3.0,8.0,new york,40.74419116214353,-73.98167193266266,NYC,Apartment,11106,13242305,13242305,297.3443103016944
69448,6.0,1.0,2.0,4.0,queens,40.75782099343449,-73.9212897263899,NYC,Apartment,11101,506527,506527,186.64873368677502
69813,5.0,1.0,1.0,3.0,queens,40.757436416599305,-73.92162654786297,NYC,Apartment,11101,180507,180507,160.88559128339213
70178,5.0,1.0,1.0,3.0,queens,40.75695116872368,-73.92020227318591,NYC,Apartment,11101,180792,180792,160.88559128339213
70543,6.0,1.0,2.0,4.0,queens,40.756650312512,-73.92015143845778,NYC,Apartment,11101,843003,843003,186.64873368677502
70908,2.0,1.0,1.0,1.0,queens,40.75504742870058,-73.91608391204868,NYC,Apartment,11101,16547283,16547283,133.65096862066187
71211,3.0,1.0,0.0,2.0,queens,40.74459942868847,-73.94603749596169,NYC,Apartment,11101,17211414,17211414,129.7575511112387
71216,4.0,2.0,2.0,3.0,queens,40.74917407132131,-73.9364768221011,NYC,Apartment,11101,7501336,7501336,206.00244572057505
71579,16.0,1.0,4.0,10.0,queens,40.7489189044092,-73.94658054417954,NYC,Apartment,11101,17909593,17909593,284.5808536567453
71902,5.0,2.0,2.0,2.0,long island city,40.74833974919621,-73.94180940989446,NYC,Apartment,11101,18201148,18201148,215.51993426819237
71989,4.0,1.0,1.0,3.0,long island city,40.74365255859549,-73.9537691656123,NYC,Apartment,11101,7870403,7870403,153.78078783346683
72089,4.0,1.0,0.0,2.0,queens,40.75139988601271,-73.94291095154756,NYC,Apartment,11101,18226643,18226643,137.5374168291656
72237,8.0,1.0,2.0,2.0,queens,40.75447949620633,-73.9363982268796,NYC,House,11101,9453570,9453570,211.51743117186516
72548,12.0,1.0,3.0,7.0,queens,40.75336328398432,-73.93371033511934,NYC,Apartment,11101,9451988,9451988,240.1243691353288
72858,4.0,1.0,1.0,1.0,long island city,40.75452850022211,-73.93376794227322,NYC,Apartment,11101,405025,405025,153.78078783346683
73206,4.0,1.0,1.0,2.0,queens,40.743475622334316,-73.95228413374372,NYC,Apartment,11101,17085350,17085350,153.78078783346683
73477,10.0,1.0,2.0,8.0,queens,40.748799764287526,-73.94675818811437,NYC,Apartment,11101,17893970,17893970,206.9799797019796
73820,16.0,1.5,4.0,10.0,queens,40.749436840676076,-73.95055961703325,NYC,House,11101,13697734,13697734,333.029809586566
74010,2.0,1.0,1.0,1.0,long island city,40.752271214471676,-73.9501202229002,NYC,Apartment,11101,4396142,4396142,133.65096862066187
74254,5.0,1.0,0.0,3.0,long island city,40.747935261682585,-73.94456627527596,NYC,Apartment,11101,13389982,13389982,143.89176269608805
74373,4.0,1.0,1.0,1.0,long island city,40.74537823911209,-73.95354493731206,NYC,Apartment,11101,16613946,16613946,153.78078783346683
74450,4.0,1.0,1.0,1.0,queens,40.7469109703421,-73.95347662799719,NYC,Apartment,11101,9899132,9899132,153.78078783346683
74580,2.0,1.0,0.0,1.0,long island city,40.75211208121304,-73.9408174420999,NYC,Apartment,11101,9507100,9507100,119.5338458059407
74581,4.0,1.0,1.0,1.0,queens,40.749290689872616,-73.94269593109536,NYC,Apartment,11101,73586,73586,153.78078783346683
74874,1.0,1.0,0.0,1.0,queens,40.75243019523109,-73.94102795992023,NYC,Apartment,11101,18293186,18293186,103.88693217138042
74970,3.0,1.0,1.0,2.0,queens,40.75599527455436,-73.93440708813473,NYC,Apartment,11101,10167534,10167534,145.08210854368917
75334,3.0,1.0,1.0,1.0,queens,40.754007683624216,-73.91764106161223,NYC,Apartment,11101,732397,732397,145.08210854368917
75421,3.0,1.0,1.0,2.0,queens,40.74541546057047,-73.95582948379459,NYC,Apartment,11101,18180580,18180580,145.08210854368917
75756,4.0,1.0,1.0,2.0,queens,40.74360893594189,-73.94930352322436,NYC,Apartment,11101,3354458,3354458,153.78078783346683
75802,6.0,1.0,3.0,3.0,queens,40.743467024554704,-73.95020421454791,NYC,Apartment,11101,13803370,13803370,208.692223368736
75868,5.0,1.0,1.0,2.0,long island city,40.74876040685928,-73.94507243860788,NYC,Apartment,11101,6553559,6553559,160.88559128339213
76157,3.0,1.0,1.0,2.0,queens,40.742582272067104,-73.9593961486184,NYC,Apartment,11101,17980148,17980148,145.08210854368917
76187,12.0,1.5,4.0,4.0,queens,40.75455025874585,-73.93673731129235,NYC,House,11101,9522516,9522516,314.1918289236863
76359,8.0,1.0,0.0,4.0,queens,40.74961549675397,-73.93780934525293,NYC,Apartment,11101,14370074,14370074,158.25259281584596
76674,6.0,1.0,2.0,2.0,long island city,40.756444364828965,-73.93486293160069,NYC,House,11101,8081193,8081193,199.55285273600634
76971,10.0,1.0,2.0,2.0,long island city,40.75382215305293,-73.9360835634678,NYC,House,11101,2447847,2447847,221.28971674720378
77257,3.0,1.0,1.0,1.0,new york,40.75317930905898,-73.93222091129408,NYC,Apartment,11101,11104126,11104126,145.08210854368917
77622,4.0,1.0,0.0,1.0,queens,40.74796336845313,-73.94304325464383,NYC,Apartment,11101,15941584,15941584,137.5374168291656
77628,4.0,1.0,0.0,2.0,queens,40.75626798882699,-73.92109967345553,NYC,Apartment,11101,215784,215784,137.5374168291656
77943,3.0,1.0,1.0,1.0,queens,40.74668800684575,-73.94782319923725,NYC,House,11101,13155610,13155610,155.1124835887352
78174,12.0,2.0,3.0,6.0,long island city,40.75405927187512,-73.93005490525657,NYC,Apartment,11101,3434284,3434284,287.69036264343055
78212,15.0,1.5,2.0,8.0,long island city,40.75507020699202,-73.9361983517865,NYC,House,11101,1239563,1239563,262.9344668292145
78474,3.0,1.0,1.0,2.0,queens,40.74624166868345,-73.94876164270886,NYC,Apartment,11101,8879282,8879282,145.08210854368917
